GRDC;GSIM;Error_m3/s;NRMSE;KGE;T-test;F-test;Distance_m;Months;Station_grdc;Station_gsim;River_grdc;River_gsim;Agree
4123268;US_0002566;0.279;6.60E-07;1;1.00E+00;5.00E-01;5;417;KANAWHA FALLS, WV;AT KANAWHA FALLS, WV;KANAWHA RIVER;KANAWHA RIVER;1
4123270;US_0002552;0.185;2.03E-06;1;1.00E+00;5.00E-01;3;425;HILLDALE, WV;AT HILLDALE, WV;GREENBRIER RIVER;GREENBRIER RIVER;1
4123271;US_0002551;0.187;2.59E-06;1;1.00E+00;5.00E-01;4;421;ALDERSON, WV;AT ALDERSON, WV;GREENBRIER RIVER;GREENBRIER RIVER;1
4123272;US_0002549;0.165;0.000354766;1;0.999434242;0.498451943;6;408;BUCKEYE, WV;AT BUCKEYE, WV;GREENBRIER RIVER;GREENBRIER RIVER;1
4123275;US_0002546;0.162;8.38E-06;1;1.00E+00;5.00E-01;4;411;NEAR PIPESTEM, WV;NEAR PIPESTEM, WV;BLUESTONE RIVER;BLUESTONE RIVER;1
4123277;US_0002537;0.167;1.74E-06;1;1.00E+00;5.00E-01;4;419;ALLISONIA, VA;AT ALLISONIA, VA;NEW RIVER;NEW RIVER;1
4123278;US_0002532;0.183;2.79E-06;1;1.00E+00;5.00E-01;7;428;NEAR GALAX, VA;NEAR GALAX, VA;NEW RIVER;NEW RIVER;1
4123280;US_0002529;0.195;3.88E-06;1;1.00E+00;5.00E-01;6;423;ATHENS, OH;AT ATHENS OH;HOCKING RIVER;HOCKING RIVER;1
4123290;US_0002464;0.11;8.13E-06;1;1.00E+00;5.00E-01;17;257;LITTLE, WV;AT LITTLE, WV;MIDDLE ISLAND CREEK;MIDDLE ISLAND CREEK;1
4123300;US_0002790;2.225;0.013238937;1;0.941950071;0.455659076;6;406;LOUISVILLE, KY.;AT LOUISVILLE, KY;OHIO RIVER;OHIO RIVER;1
4123301;US_0002459;0.355;7.17E-07;1;1.00E+00;5.00E-01;3;185;MARTINS FERRY;AT MARTINS FERRY, OH;OHIO RIVER;OHIO RIVER;1
4123310;US_0002986;0.198;9.85E-06;1;1.00E+00;5.00E-01;6;410;NEAR DEPUTY, IND.;NEAR DEPUTY, IN;MUSCATATUCK RIVER;MUSCATATUCK RIVER;1
4123320;US_0002454;0.164;8.77E-06;1;1.00E+00;5.00E-01;3;413;NEAR EAST LIVERPOOL, OH;NEAR EAST LIVERPOOL OH;LITTLE BEAVER CREEK;LITTLE BEAVER CREEK;1
4123330;US_0002378;0.18;2.38E-06;1;1.00E+00;5.00E-01;3;425;PHILIPPI, WV;AT PHILIPPI, WV;TYGART VALLEY RIVER;TYGART VALLEY RIVER;1
4123331;US_0002374;0.19;5.80E-06;1;1.00E+00;5.00E-01;4;417;BELINGTON, WV;AT BELINGTON, WV;TYGART VALLEY RIVER;TYGART VALLEY RIVER;1
4123335;US_0002390;0.16;0.001642412;1;0.993945928;0.496125828;5;390;HENDRICKS, WV;AT HENDRICKS, WV;DRY FORK;DRY FORK;1
4123337;US_0002395;0.064;8.65E-06;1;1.00E+00;5.00E-01;4;158;PARSONS, WV;AT PARSONS, WV;SHAVERS FORK;SHAVERS FORK;1
4123340;US_0002397;0.087;2.07E-06;1;1.00E+00;5.00E-01;4;196;ROWLESBURG, WV;AT ROWLESBURG, WV;CHEAT RIVER;CHEAT RIVER;1
4123341;US_0002396;0.168;0.001510218;1;0.995235366;0.496769437;649;421;NEAR PARSONS, WV;NEAR PARSONS, WV;CHEAT RIVER;CHEAT RIVER;1
4123345;US_0002405;0.191;2.04E-05;1;1.00E+00;5.00E-01;140;412;NEAR OAKLAND, MD;NEAR OAKLAND, MD;YOUGHIOGHENY RIVER;YOUGHIOGHENY RIVER;1
4123347;US_0002411;0.191;7.67E-06;1;1.00E+00;5.00E-01;149;414;MARKLETON, PA;AT MARKLETON, PA;CASSELMAN RIVER;CASSELMAN RIVER;1
4123350;US_0002319;0.181;1.78E-06;1;1.00E+00;5.00E-01;13;420;SALAMANCA, NY;AT SALAMANCA NY;ALLEGHENY RIVER;ALLEGHENY RIVER;1
4123351;US_0002317;0.18;5.25E-06;1;1.00E+00;5.00E-01;3;424;ELDRED, PA;AT ELDRED, PA;ALLEGHENY RIVER;ALLEGHENY RIVER;1
4123352;US_0002368;0.386;5.82E-07;1;1.00E+00;5.00E-01;5;411;NATRONA, PA;AT NATRONA, PA;ALLEGHENY RIVER;ALLEGHENY RIVER;1
4123355;US_0002338;0.171;2.31E-06;1;1.00E+00;5.00E-01;5;429;UTICA, PA;AT UTICA, PA;FRENCH CREEK;FRENCH CREEK;1
4123357;US_0002349;0.161;5.66E-06;1;1.00E+00;5.00E-01;1;422;ST. CHARLES, PA;AT ST. CHARLES, PA;REDBANK CREEK;REDBANK CREEK;1
4123360;US_0003145;0.178;0.000327614;1;0.99875647;0.499682017;78;410;NEAR RAINBOW SPRINGS, NC;NEAR RAINBOW SPRINGS, NC;NANTAHALA RIVER;NANTAHALA RIVER;1
4123365;US_0003153;0.167;0.005155716;1;0.983720562;0.496084386;17;417;BIRDTOWN, NC;AT BIRDTOWN, NC;OCONALUFTEE RIVER;OCONALUFTEE RIVER;1
4123370;US_0003165;0.162;0.000695046;1;0.997879724;0.498369826;4;419;ABOVE TAZEWELL, TN;ABOVE TAZEWELL, TN;CLINCH RIVER;CLINCH RIVER;1
4123375;US_0003178;0.179;2.97E-06;1;1.00E+00;5.00E-01;4;414;OAKDALE, TN;AT OAKDALE, TN;EMORY RIVER;EMORY RIVER;1
4123380;US_0003085;0.178;0.017447182;1;0.920867319;0.378389806;67;425;ASHEVILLE, NC;AT ASHEVILLE, NC;FRENCH BROAD RIVER;FRENCH BROAD RIVER;1
4123381;US_0003080;0.04;5.29E-06;1;1.00E+00;5.00E-01;7;84;BENT CREEK, NC;AT BENT CREEK, NC;FRENCH BROAD RIVER;FRENCH BROAD RIVER;1
4123382;US_0003077;0.182;0.002750702;1;0.989460152;0.492519812;28;423;BLANTYRE, NC;AT BLANTYRE, NC;FRENCH BROAD RIVER;FRENCH BROAD RIVER;1
4123385;US_0003106;0.189;3.27E-06;1;1.00E+00;5.00E-01;4;428;EMBREEVILLE, TN;AT EMBREEVILLE, TN;NOLICHUCKY RIVER;NOLICHUCKY RIVER;1
4123400;US_0002513;0.17;7.33E-07;1;1.00E+00;5.00E-01;6;311;MCCONNELSVILLE, OH;AT MCCONNELSVILLE OH;MUSKINGUM RIVER;MUSKINGUM RIVER;1
4123510;US_0002723;0.182;0.003010739;1;0.988774477;0.497302423;2;412;NEAR ALPINE, IND.;NEAR ALPINE, IN;WHITEWATER RIVER;WHITEWATER RIVER;1
4123550;US_0002661;0.014;1.69E-05;1;1.00E+00;5.00E-01;1;43;NEAR SPRING VALLEY, OHIO;NEAR SPRING VALLEY OH;LITTLE MIAMI RIVER;LITTLE MIAMI RIVER;1
4123810;US_0002609;0.024;1.26E-05;1;1.00E+00;5.00E-01;5;54;LITWAR, W.VA.;AT LITWAR, WV;TUG FORK;TUG FORK;1
4123811;US_0002612;0.034;3.63E-06;1;1.00E+00;5.00E-01;5;66;NEAR KERMIT, WV;NEAR KERMIT, WV;TUG FORK;TUG FORK;1
4123850;US_0002575;0.024;2.59E-05;1;1.00E+00;5.00E-01;5;54;DANVILLE, W.VA.;AT DANVILLE, WV;LITTLE COAL RIVER;LITTLE COAL RIVER;1
4125010;US_0005675;0.191;2.35E-06;1;1.00E+00;5.00E-01;5;427;NEAR TAHLEQUA, OK;NEAR TAHLEQUAH, OK;ILLINOIS RIVER;ILLINOIS RIVER;1
4125020;US_0005645;0.164;2.50E-06;1;1.00E+00;5.00E-01;35;410;NEAR WACO, MO;NEAR WACO, MO;SPRING RIVER;SPRING RIVER;1
4125025;US_0005635;0.189;1.40E-06;1;1.00E+00;5.00E-01;3507;410;NEAR IOLA, KS;NEAR IOLA, KS;NEOSHO RIVER;NEOSHO RIVER;1
4125026;US_0005636;0.204;1.05E-06;1;1.00E+00;5.00E-01;6;412;NEAR PARSONS, KS;NEAR PARSONS, KS;NEOSHO RIVER;NEOSHO RIVER;1
4125027;US_0005638;0.19;7.60E-07;1;1.00E+00;5.00E-01;5;411;NEAR COMMERCE, OK;NEAR COMMERCE, OK;NEOSHO RIVER;NEOSHO RIVER;1
4125028;US_0005664;0.242;0.000206112;1;0.999306172;0.499529988;6;408;NEAR CHOUTEAU, OK;NEAR CHOUTEAU, OK;NEOSHO RIVER;NEOSHO RIVER;1
4125050;US_0005617;0.224;5.93E-07;1;1.00E+00;5.00E-01;193;412;NEAR CLAREMORE, OK;NEAR CLAREMORE, OK;VERDIGRIS RIVER;VERDIGRIS RIVER;1
4125055;US_0005621;0.214;5.58E-06;1;1.00E+00;5.00E-01;5;412;NEAR SPERRY, OK;NEAR SPERRY, OK;BIRD CREEK;BIRD CREEK;1
4125060;US_0005590;0.066;9.46E-07;1;1.00E+00;5.00E-01;6;139;PERKINS, OK;AT PERKINS, OK;CIMARRON RIVER;CIMARRON RIVER;1
4125061;US_0005591;0.131;8.07E-07;1;1.00E+00;5.00E-01;6;330;NEAR RIPLEY, OK;NEAR RIPLEY, OK;CIMARRON RIVER;CIMARRON RIVER;1
4125062;US_0005585;0.199;2.22E-06;1;1.00E+00;5.00E-01;1;411;NEAR DOVER, OK;NEAR DOVER, OK;CIMARRON RIVER;CIMARRON RIVER;1
4125063;US_0005583;0.208;1.35E-05;1;1.00E+00;5.00E-01;6;419;NEAR WAYNOKA, OK;NEAR WAYNOKA, OK;CIMARRON RIVER;CIMARRON RIVER;1
4125064;US_0005579;0.294;0.000499312;0.9998;0.994593504;0.49826183;5;400;NEAR FORGAN, OK;NEAR FORGAN, OK;CIMARRON RIVER;CIMARRON RIVER;1
4125065;US_0005592;0.061;0.000104998;0.9996;0.998816871;0.499975937;4;159;NEAR STILLWATER, OK;NEAR STILLWATER, OK;COUNCIL CREEK;COUNCIL CREEK;1
4125070;US_0005566;0.162;2.02E-06;1;1.00E+00;5.00E-01;153;411;WINFIELD, KS;AT WINFIELD, KS;WALNUT RIVER;WALNUT RIVER;1
4125075;US_0005576;0.179;8.64E-05;0.9991;9.97E-01;4.99E-01;2;421;NEAR KENTON, OK;NEAR KENTON, OK;CIMARRON RIVER;CIMARRON RIVER;1
4125080;US_0005573;0.177;3.14E-06;1;1.00E+00;5.00E-01;5;410;NEAR BLACKWELL, OK;NEAR BLACKWELL, OK;CHIKASKIA RIVER;CHIKASKIA RIVER;1
4125100;US_0005542;0.069;1.54E-05;0.9998;9.99E-01;5.00E-01;6580;413;ROZEL, KS;AT ROZEL, KS;PAWNEE RIVER;PAWNEE RIVER;1
4125110;US_0005558;0.242;1.88E-05;1;1.00E+00;5.00E-01;154;416;ABOVE CHENEY RESERVOIRE, KS;ABOVE CHENEY RE, KS;NORTH FORK NINNESCAH RIVER;NF NINNESCAH RIVER;1
4125200;US_0005743;0.155;1.81E-06;1;1.00E+00;5.00E-01;5;288;NEAR PANAMA, OK;NEAR PANAMA, OK;POTEAU RIVER;POTEAU RIVER;1
4125205;US_0005741;0.216;1.55E-05;0.9999;1.00E+00;5.00E-01;0;418;NEAR RED OAK, OK;NEAR RED OAK, OK;FOURCHE MALINE;FOURCHE MALINE;1
4125210;US_0005742;0.248;1.63E-05;1;1.00E+00;5.00E-01;31;420;NEAR HACKETT, AR;NEAR HACKETT, AR;JAMES FORK;JAMES FORK;1
4125500;US_0005593;0.259;3.85E-07;1;1.00E+00;5.00E-01;6;410;TULSA, OK;AT TULSA, OK;ARKANSAS RIVER;ARKANSAS RIVER;1
4125550;US_0005736;0.215;4.33E-07;1;1.00E+00;5.00E-01;309;412;NEAR WHITEFIELD, OK;NEAR WHITEFIELD, OK;CANADIAN RIVER;CANADIAN RIVER;1
4125551;US_0005704;0.275;0.000915849;0.9999;0.99696406;0.49987884;5;327;NEAR CANADIAN, TX;NEAR CANADIAN, TX;CANADIAN RIVER;CANADIAN RIVER;1
4125552;US_0005690;0.262;0.000222561;0.9998;0.998181856;0.499607373;186;423;NEAR TAYLAOR SPRINGS, NM;NEAR TAYLOR SPRINGS, NM;CANADIAN RIVER;CANADIAN RIVER;1
4125555;US_0005731;0.183;2.29E-06;1;1.00E+00;5.00E-01;5;422;NEAR WETUMKA, OK;NEAR WETUMKA, OK;NORTH CANADIAN RIVER;NORTH CANADIAN RIVER;1
4125560;US_0005715;0.243;0.00010426;0.999;0.996978238;0.498863341;6;412;BEAVER, OK;AT BEAVER, OK;BEAVER RIVER;BEAVER RIVER;1
4125561;US_0005711;0.012;9.49E-05;0.9997;1.00E+00;5.00E-01;2;162;NEAR GUYMON, OK;NEAR GUYMON, OK;BEAVER RIVER;BEAVER RIVER;1
4125565;US_0005735;0.217;2.96E-06;1;1.00E+00;5.00E-01;2;416;NEAR BEGGS, OK;NEAR BEGGS, OK;DEEP FORK;DEEP FORK;1
4125570;US_0005714;0.125;0.000944239;0.9932;0.982844159;0.4971316;2;217;RANGE, OK;AT RANGE, OK;PALO DURO CREEK;PALO DURO CREEK;1
4125580;US_0005722;0.107;3.24E-05;0.9999;1.00E+00;5.00E-01;6;198;CANTON, OK;AT CANTON, OK;NORTH CANADIAN RIVER;NORTH CANADIAN RIVER;1
4125801;US_0005564;0.168;1.13E-06;1;1.00E+00;5.00E-01;3061;419;ARKANSAS CITY;AT ARKANSAS CITY, KS;ARKANSAS RIVER;ARKANSAS RIVER;1
4125802;US_0005551;0.175;4.18E-06;1;1.00E+00;5.00E-01;5;412;NEAR HUTCHINSON, KS;NEAR HUTCHINSON, KS;ARKANSAS RIVER;ARKANSAS RIVER;1
4125803;US_0005483;0.177;7.72E-06;1;1.00E+00;5.00E-01;5;317;ABOVE PUEBLO, CO;ABOVE PUEBLO, CO;ARKANSAS RIVER;ARKANSAS RIVER;1
4125804;US_0005774;0.842;4.83E-07;1;1.00E+00;5.00E-01;251;409;MURRAY DAM NEAR LITTLE ROCK, AR;AT MURRAY DAM NEAR LITTLE ROCK, AR;ARKANSAS RIVER;ARKANSAS RIVER;1
4125810;US_0005555;0.246;5.35E-06;1;1.00E+00;5.00E-01;93;410;VALLEY CENTER, KS;AT VALLEY CENTER, KS;LITTLE ARKANSAS RIVER;L ARKANSAS RIVER;1
4125900;US_0005456;0.421;0.000381278;1;0.998419475;0.499875296;472;315;DEVALLS BLUFF, AR;AT DEVALLS BLUFF, AR;WHITE RIVER;WHITE RIVER;1
4125901;US_0005452;0.457;0.003555766;1;0.985020164;0.479278778;29;424;NEWPORT, AR;AT NEWPORT, AR;WHITE RIVER;WHITE RIVER;1
4125902;US_0005419;0.192;0.001795982;1;0.99461625;0.49587104;54;269;BATESVILLE, AR;AT BATESVILLE, AR;WHITE RIVER;WHITE RIVER;1
4125903;US_0005404;0.141;4.74E-06;1;1.00E+00;5.00E-01;5;284;NEAR BRANSON, MO;NEAR BRANSON, MO;WHITE RIVER;WHITE RIVER;1
4125904;US_0005388;0.174;6.58E-06;1;1.00E+00;5.00E-01;22;374;NEAR FAYETTEVILLE, AR;NEAR FAYETTEVILLE, AR;WHITE RIVER;WHITE RIVER;1
4125910;US_0005439;0.189;1.33E-06;1;1.00E+00;5.00E-01;3;423;DONIPHAN, MO;AT DONIPHAN, MO;CURRENT RIVER;CURRENT RIVER;1
4125911;US_0005438;0.173;1.85E-06;1;1.00E+00;5.00E-01;145;421;VAN BUREN, MO;AT VAN BUREN, MO;CURRENT RIVER;CURRENT RIVER;1
4125915;US_0005443;0.162;3.48E-06;1;1.00E+00;5.00E-01;56;341;IMBODEN, AR;AT IMBODEN, AR;SPRING RIVER;SPRING RIVER;1
4125917;US_0005446;0.134;5.59E-05;1;1.00E+00;5.00E-01;82;359;NEAR RAVENDEN SPRINGS, AR;NEAR RAVENDEN SPRINGS, AR;ELEVEN POINT RIVER;ELEVEN POINT RIVER;1
4125918;US_0005445;0.163;4.66E-06;1;1.00E+00;5.00E-01;19;425;NEAR BARDLEY, MO;NEAR BARDLEY, MO;ELEVEN POINT RIVER;ELEVEN POINT RIVER;1
4125920;US_0005410;0.199;3.32E-06;1;1.00E+00;5.00E-01;199;409;NEAR ST. JOE, AR;NEAR ST. JOE, AR;BUFFALO RIVER;BUFFALO RIVER;1
4125925;US_0005401;0.189;2.75E-06;1;1.00E+00;5.00E-01;10;426;GALENA, MO;AT GALENA, MO;JAMES RIVER;JAMES RIVER;1
4125930;US_0005392;0.162;1.49E-05;1;1.00E+00;5.00E-01;61;264;NEAR BERRYVILLE, AR;NEAR BERRYVILLE, AR;KINGS RIVER;KINGS RIVER;1
4125940;US_0005451;0.124;0.000112433;1;0.99950336;0.499792188;650;194;ELGIN FERRY, AR;AT ELGIN FERRY, AR;BLACK RIVER;BLACK RIVER;1
4125941;US_0005447;0.275;0.003143712;1;0.987795885;0.483428072;197;424;BLACK ROCK, AR;AT BLACK ROCK, AR;BLACK RIVER;BLACK RIVER;1
4125942;US_0005429;0.167;0.002313272;1;0.992458473;0.489679549;14;405;NEAR CORNING, AR;NEAR CORNING, AR;BLACK RIVER;BLACK RIVER;1
4125943;US_0005428;0.166;3.51E-06;1;1.00E+00;5.00E-01;14;427;POPLAR BLUFF, MO;AT POPLAR BLUFF, MO;BLACK RIVER;BLACK RIVER;1
4125944;US_0005423;0.168;4.21E-06;1;1.00E+00;5.00E-01;216;411;NEAR ANNAPOLIS, MO;NEAR ANNAPOLIS, MO;BLACK RIVER;BLACK RIVER;1
4125950;US_0005436;0.182;6.10E-06;1;1.00E+00;5.00E-01;118;417;EMINENCE, MO;AT EMINENCE, MO;JACKS FORK;JACKS FORK;1
4126100;US_0005908;0.186;0.005367688;1;0.983930082;0.453958452;116;421;NEAR HORATIO, AR;NEAR HORATIO, AR;LITTLE RIVER;LITTLE RIVER;1
4126150;US_0005927;0.279;0.003693929;1;0.991787303;0.497686598;2;358;NEAR JEFFERSON, TX;NEAR JEFFERSON, TX;BIG CYPRESS CREEK;BIG CYPRESS BAYOU;1
4126300;US_0005897;0.18;9.21E-07;1;1.00E+00;5.00E-01;6;381;NEAR UNGER, OK;NEAR UNGER, OK;MUDDY BOGGY CREEK;MUDDY BOGGY CREEK;1
4126301;US_0005895;0.262;2.34E-06;1;1.00E+00;5.00E-01;2;410;NEAR FARRIS, OK;NEAR FARRIS, OK;MUDDY BOGGY CREEK;MUDDY BOGGY CREEK;1
4126350;US_0005852;0.238;9.91E-06;1;1.00E+00;5.00E-01;6;418;NEAR CHARLIE, TX;NEAR CHARLIE, TX;WICHITA RIVER;WICHITA RIVER;1
4126351;US_0005849;0.29;1.86E-05;1;1.00E+00;5.00E-01;6;421;NEAR MABELLE, TX;NEAR MABELLE, TX;WICHITA RIVER;WICHITA RIVER;1
4126352;US_0005848;0.164;3.37E-05;0.9999;1.00E+00;5.00E-01;4;222;NEAR SEYMOUR, TX;NEAR SEYMOUR, TX;WICHITA RIVER;WICHITA RIVER;1
4126701;US_0005960;120.099;0.039615971;0.9966;0.959791941;0.005178668;20;345;CAMDEN, AR;AT CAMDEN, AR;OUACHITA RIVER;OUACHITA RIVER;1
4126702;US_0005972;0.106;0.000185816;1;0.999483241;0.499905947;17;218;NEAR AR/LA STATE LININE;NEAR AR/LA STATE LINE;OUACHITA RIVER;OUACHITA RIVER;1
4126750;US_0005971;0.171;0.000313042;1;0.999280797;0.499254461;20;399;NEAR RYE, ARK;NEAR RYE, AR;SALINE RIVER;SALINE RIVER;1
4126800;US_0005946;0.048;7.30E-07;1;1.00E+00;5.00E-01;5;42;ALEXANDRIA, LA.;AT ALEXANDRIA, LA;RED RIVER;RED RIVER;1
4126801;US_0005903;0.288;0.01491818;1;0.923853235;0.282143754;27;413;INDEX, AR;AT INDEX, AR;RED RIVER;RED RIVER;1
4126802;US_0005898;0.243;3.19E-07;1;1.00E+00;5.00E-01;1;410;ARTHUR CITY, TX;AT ARTHUR CITY, TX;RED RIVER;RED RIVER;1
4126803;US_0005841;0.188;1.03E-06;1;1.00E+00;5.00E-01;3;411;NEAR BURKBURNETT, TX;NEAR BURKBURNETT, TX;RED RIVER;RED RIVER;1
4126804;US_0005889;0.171;0.000124123;1;0.999491967;0.499895632;3;328;DENISON DAM NEAR DENISON, TX;AT DENISON DAM NEAR DENISON, TX;RED RIVER;RED RIVER;1
4126805;US_0005857;0.193;5.14E-07;1;1.00E+00;5.00E-01;2;414;NEAR GAINESVILLE, TX;NEAR GAINESVILLE, TX;RED RIVER;RED RIVER;1
4126806;US_0005921;0.181;3.83E-07;1;1.00E+00;5.00E-01;1008;208;SPRING BANK, AR;AT SPRING BANK, AR;RED RIVER;RED RIVER;1
4126810;US_0005835;0.243;5.57E-06;1;1.00E+00;5.00E-01;877;420;NEAR HEADRICK, OK;NEAR HEADRICK, OK;NORTH FORK RED RIVER;NORTH FORK RED RIVER;1
4126815;US_0005833;0.181;5.11E-05;0.9997;9.99E-01;5.00E-01;3;244;NEAR CARL, OK;NEAR CARL, OK;ELM FORK RED RIVER;ELM FORK OF NORTH FORK RED RIVER;1
4126850;US_0005839;0.227;3.48E-05;0.9998;9.99E-01;5.00E-01;4;376;NEAR CHILDRESS, TX;NEAR CHILDRESS, TX;PEASE RIVER;PEASE RIVER;1
4126851;US_0005840;0.181;8.16E-05;1;1.00E+00;5.00E-01;5036;303;NEAR VERNON, TX;NEAR VERNON, TX;PEASE RIVER;PEASE RIVER;1
4127100;US_0005327;0.18;9.15E-07;1;1.00E+00;5.00E-01;141;416;NEAR EUREKA, MO;NEAR EUREKA, MO;MERAMEC RIVER;MERAMEC RIVER;1
4127150;US_0005358;0.177;1.45E-06;1;1.00E+00;5.00E-01;11;422;BOLIVAR, TN;AT BOLIVAR, TN;HATCHIE RIVER;HATCHIE RIVER;1
4127200;US_0004344;0.037;1.58E-06;1;1.00E+00;5.00E-01;1479;75;NEW ATHENS, IL;AT NEW ATHENS, IL;KASKASKIA RIVER;KASKASKIA RIVER;1
4127201;US_0004334;0.208;2.65E-06;1;1.00E+00;5.00E-01;2;411;CARLYLE, IL;AT CARLYLE, IL;KASKASKIA RIVER;KASKASKIA RIVER;1
4127202;US_0004330;0.179;2.28E-06;1;1.00E+00;5.00E-01;5;417;VANDALIA, IL;AT VANDALIA, IL;KASKASKIA RIVER;KASKASKIA RIVER;1
4127310;US_0005791;0.109;3.34E-05;1;1.00E+00;5.00E-01;35;233;MONEY, MS;AT MONEY, MS;TALLAHATCHIE RIVER;TALLAHATCHIE RIVER;1
4127400;US_0005348;0.141;7.15E-05;1;1.00E+00;5.00E-01;116;340;HIGHWAY 51 NEAR OBION, TN;AT HWY 51 NEAR OBION, TN;OBION RIVER;OBION RIVER;1
4127500;US_0005778;0.178;1.19E-06;1;1.00E+00;5.00E-01;2;8;NEAR ARKANSAS CITY, ARK;NEAR ARKANSAS CITY, ARK.;MISSISSIPPI RIVER;MISSISSIPPI RIVER;1
4127501;US_0005340;4.377;6.47E-07;1;1.00E+00;5.00E-01;557;413;THEBES, IL;AT THEBES, IL;MISSISSIPPI RIVER;MISSISSIPPI RIVER;1
4127502;US_0005337;4.249;0.000344392;1;0.998939514;0.499629381;705;416;CHESTER, IL;AT CHESTER, IL;MISSISSIPPI RIVER;MISSISSIPPI RIVER;1
4127503;US_0005298;4.025;5.58E-07;1;1.00E+00;5.00E-01;11;413;ST. LOUIS, MO;AT ST. LOUIS, MO;MISSISSIPPI RIVER;MISSISSIPPI RIVER;1
4127600;US_0005802;0.083;0.007109151;1;0.988069999;0.490757506;7;159;SUNFLOWER, MS;AT SUNFLOWER, MS;BIG SUNFLOWER RIVER;BIG SUNFLOWER RIVER;1
4127610;US_0005785;0.117;3.46E-05;1;1.00E+00;5.00E-01;306;175;NEAR OLIVE BRANCH, MS;NEAR OLIVE BRANCH, MS;COLDWATER RIVER;COLDWATER RIVER;1
4127700;US_0005810;0.16;7.85E-07;1;1.00E+00;5.00E-01;41;412;NEAR BOVINA, MS;NEAR BOVINA, MS;BIG BLACK RIVER;BIG BLACK RIVER;1
4127701;US_0005807;0.179;2.04E-06;1;1.00E+00;5.00E-01;44;419;WEST, MS;AT WEST, MS;BIG BLACK RIVER;BIG BLACK RIVER;1
4127800;US_0005806;2.873;3.39E-05;1;1.00E+00;5.00E-01;4;89;VICKSBURG, MS;AT VICKSBURG, MS;MISSISSIPPI RIVER;MISSISSIPPI RIVER;1
4127910;US_0005813;0.162;1.72E-05;1;1.00E+00;5.00E-01;6;400;ROSETTA, MISS.;AT ROSETTA, MS;HOMOCHITTO RIVER;HOMOCHITTO RIVER;1
4127920;US_0005814;0.211;5.73E-06;1;1.00E+00;5.00E-01;7;389;NEAR WOODVILLE, MS;NEAR WOODVILLE, MS;BUFFALO RIVER;BUFFALO RIVER;1
4131030;US_0000003;0.237;5.67E-07;1;1.00E+00;5.00E-01;2826;411;BELOW FISH RIVER, FORT KENT,ME;BELOW FISH R, NEAR FORT KENT, MAINE;SAINT JOHN RIVER;ST. JOHN RIVER;1
4131031;US_0000001;26938.408;0.173919679;0.4148;4.61E-24;1.11E-16;4878;408;DICKEY, ME;NEAR ALLAGASH, MAINE;SAINT JOHN RIVER;ALLAGASH RIVER;0
4132010;US_0003264;0.204;8.92E-06;1;1.00E+00;5.00E-01;1;413;MIDDLE FALLS NEAR GRAND PORTAGE, MINN.;AT MIDDLE FALLS NEAR GRAND PORTAGE MN;PIGEON RIVER;PIGEON RIVER;1
4132100;US_0003275;0.241;1.01E-05;1;1.00E+00;5.00E-01;24;410;NEAR SOUTH SUPERIOR, WI;NEAR SOUTH SUPERIOR, WI;NEMADJI RIVER;NEMADJI RIVER;1
4132200;US_0003273;0.191;1.57E-06;1;1.00E+00;5.00E-01;3;415;SCANLON, MN;AT SCANLON, MN;SAINT LOUIS RIVER;ST. LOUIS RIVER;1
4132300;US_0003277;0.183;4.76E-06;1;1.00E+00;5.00E-01;35;416;NEAR ODANAH, WIS.;NEAR ODANAH, WI;BAD RIVER;BAD RIVER;1
4132800;US_0003291;0.206;0.000316217;1;0.998784119;0.499883613;3;418;NEAR ROCKLAND, MI;NEAR ROCKLAND, MI;ONTONAGON RIVER;ONTONAGON RIVER;1
4132900;US_0003304;0.189;0.000915414;1;0.997145492;0.498597796;5;417;NEAR PARADISE, MICH.;NEAR PARADISE, MI;TAHQUAMENON RIVER;TAHQUAMENON RIVER;1
4133100;US_0003317;0.225;0.0005279;1;0.998428178;0.499153822;88;409;NEAR HYDE, MICH.;NEAR HYDE, MI;FORD RIVER;FORD RIVER;1
4133200;US_0003365;0.234;1.26E-05;1;1.00E+00;5.00E-01;3;384;RAPID CROCHE DAM NEAR WRIGHTSTOWN, WIS.;AT RAPIDE CROCHE DAM NEAR WRIGHTSTOWN, WI;FOX RIVER;FOX RIVER;1
4133250;US_0003351;0.182;4.99E-06;1;1.00E+00;5.00E-01;22;418;BERLIN, WIS.;AT BERLIN, WI;FOX RIVER;FOX RIVER;1
4133260;US_0003359;0.182;4.38E-06;1;1.00E+00;5.00E-01;2;415;NEW LONDON, WI;AT NEW LONDON, WI;WOLF RIVER;WOLF RIVER;1
4133300;US_0003375;0.177;8.29E-06;1;1.00E+00;5.00E-01;3;412;MILWAUKEE, WIS.;AT MILWAUKEE, WI;MILWAUKEE RIVER;MILWAUKEE RIVER;1
4133400;US_0003339;0.151;0.000354244;1;0.998786421;0.499920363;8;342;NEAR MCALLISTER, WI;NEAR MC ALLISTER, WI;MENOMINEE RIVER;MENOMINEE RIVER;1
4133401;US_0003327;0.189;0.000841029;1;0.996560422;0.49902888;6;422;TWIN FALLS NEAR IRON MOUNTAIN, MI;AT TWIN FALLS NEAR IRON MT, MI;MENOMINEE RIVER;MENOMINEE RIVER;1
